dataset,v.model,alpha,beta,AR,MA,distribution,mIC,log_likelihood,elapsed
rt_ret,sGARCH,1,1,0,0,norm,0.7969086123310969,-7277.343338263159,2.0090000000018335
rt_ret,sGARCH,1,1,0,1,norm,0.7971598610886983,-7277.343059941472,3.7080000000023574
rt_ret,sGARCH,1,1,1,0,norm,0.7971598686519105,-7277.343129095702,3.6080000000001746
rt_ret,sGARCH,1,1,1,1,norm,0.7749386187442117,-7071.8655865397905,4.915999999997439
rt_ret,sGARCH,1,2,0,0,norm,0.7971821976008421,-7277.547293840258,3.11699999999837
rt_ret,sGARCH,1,2,0,1,norm,0.7974334408614137,-7277.5469925684265,4.605999999999767
rt_ret,sGARCH,1,2,1,0,norm,0.7974334490410891,-7277.54706735929,4.683999999997468
rt_ret,sGARCH,1,2,1,1,norm,0.7752134554982169,-7072.081039681149,5.606999999999971
rt_ret,sGARCH,2,1,0,0,norm,0.7967137400023383,-7273.263951788339,3.0159999999996217
rt_ret,sGARCH,2,1,0,1,norm,0.7969644903977386,-7273.259144003814,4.552999999999884
rt_ret,sGARCH,2,1,1,0,norm,0.7969646163214064,-7273.26029538687,4.201000000000931
rt_ret,sGARCH,2,1,1,1,norm,0.77516465432277,-7071.634826133451,5.879999999997381
rt_ret,sGARCH,2,2,0,0,norm,0.7969318846775357,-7272.961013601139,4.167000000001281
rt_ret,sGARCH,2,2,0,1,norm,0.7971825574429101,-7272.955523312452,5.961999999999534
rt_ret,sGARCH,2,2,1,0,norm,0.7971827011742508,-7272.956837519965,5.830999999998312
rt_ret,sGARCH,2,2,1,1,norm,0.7752871277678741,-7070.457172659882,7.42699999999968
rt_ret,sGARCH,1,1,0,0,std,0.6430994768064839,-5868.691936257045,4.540000000000873
rt_ret,sGARCH,1,1,0,1,std,0.64315907711919,-5866.939347691405,5.988000000001193
rt_ret,sGARCH,1,1,1,0,std,0.6431910530026768,-5867.231719182066,5.914999999997235
rt_ret,sGARCH,1,1,1,1,std,0.6400968395147313,-5836.642261436149,7.556000000000495
rt_ret,sGARCH,1,2,0,0,std,0.643374135948887,-5868.90573810074,4.561000000001513
rt_ret,sGARCH,1,2,0,1,std,0.6434338882825392,-5867.154566844601,7.0020000000004075
rt_ret,sGARCH,1,2,1,0,std,0.6434658353151899,-5867.446674537642,6.820999999999913
rt_ret,sGARCH,1,2,1,1,std,0.6403720027141593,-5836.860726731242,8.572000000000116
rt_ret,sGARCH,2,1,0,0,std,0.642287560996641,-5858.970640024878,5.467000000000553
rt_ret,sGARCH,2,1,0,1,std,0.6423752953965208,-5857.475322791292,7.391999999999825
rt_ret,sGARCH,2,1,1,0,std,0.6424007084238836,-5857.7076868069835,7.447000000000116
rt_ret,sGARCH,2,1,1,1,std,0.6394868862883529,-5828.76766469188,9.316999999999098
rt_ret,sGARCH,2,2,0,0,std,0.6424981106001126,-5858.598283605333,7.136999999998807
rt_ret,sGARCH,2,2,0,1,std,0.6425859116729482,-5857.103603295927,9.05199999999968
rt_ret,sGARCH,2,2,1,0,std,0.6426112759271199,-5857.335521353946,8.91700000000128
rt_ret,sGARCH,2,2,1,1,std,0.6396541587068538,-5827.999657925612,11.343000000000757
rt_ret,sGARCH,1,1,0,0,snorm,0.7946983467968304,-7254.836204013777,3.344999999997526
rt_ret,sGARCH,1,1,0,1,snorm,0.7949301657235802,-7254.658296345647,4.75
rt_ret,sGARCH,1,1,1,0,snorm,0.7949349001841411,-7254.701585885786,4.3619999999973516
rt_ret,sGARCH,1,1,1,1,snorm,0.7738724413116689,-7059.819476466448,6.494999999998981
rt_ret,sGARCH,1,2,0,0,snorm,0.7949718498131316,-7255.03943481846,4.038000000000466
rt_ret,sGARCH,1,2,0,1,snorm,0.79520372748299,-7254.862091573922,5.5310000000026776
rt_ret,sGARCH,1,2,1,0,snorm,0.7952084467487082,-7254.905242180016,5.5090000000018335
rt_ret,sGARCH,1,2,1,1,snorm,0.7741468720035449,-7060.031244078739,7.576000000000931
rt_ret,sGARCH,2,1,0,0,snorm,0.7945380936444634,-7251.073385290242,4.325999999997293
rt_ret,sGARCH,2,1,0,1,snorm,0.7947753168881092,-7250.94491929963,5.43500000000131
rt_ret,sGARCH,2,1,1,0,snorm,0.7947782562790355,-7250.971795620564,5.929000000000087
rt_ret,sGARCH,2,1,1,1,snorm,0.774093539736433,-7059.5436004944,7.415000000000873
rt_ret,sGARCH,2,2,0,0,snorm,0.7947636287911812,-7250.838049185369,5.245000000002619
rt_ret,sGARCH,2,2,0,1,snorm,0.7950007128433383,-7250.708337797389,7.111000000000786
rt_ret,sGARCH,2,2,1,0,snorm,0.7950040415065891,-7250.738773429824,7.665999999997439
rt_ret,sGARCH,2,2,1,1,snorm,0.7742316830797902,-7058.509252029556,8.911000000000058
rt_ret,sGARCH,1,1,0,0,sstd,0.6432004588921482,-5867.317721932448,7.833999999998923
rt_ret,sGARCH,1,1,0,1,sstd,0.6432916474858457,-5865.853988120033,10.694999999999709
rt_ret,sGARCH,1,1,1,0,sstd,0.64331890396783,-5866.103207763057,10.329000000001543
rt_ret,sGARCH,1,1,1,1,sstd,0.6263950705727146,-5709.062647695942,12.381999999997788
rt_ret,sGARCH,1,2,0,0,sstd,0.6434751149011766,-5867.531522432111,8.632999999997992
rt_ret,sGARCH,1,2,0,1,sstd,0.6435664437746522,-5866.069098567858,11.9900000000016
rt_ret,sGARCH,1,2,1,0,sstd,0.6435936732561711,-5866.318071332126,11.697000000000116
rt_ret,sGARCH,1,2,1,1,sstd,0.6266705902322214,-5709.28439957781,14.860000000000582
rt_ret,sGARCH,2,1,0,0,sstd,0.6423527846196861,-5857.269495503304,9.71900000000096
rt_ret,sGARCH,2,1,0,1,sstd,0.6424730241540786,-5856.071416267143,12.758999999998196
rt_ret,sGARCH,2,1,1,0,sstd,0.6424938243110019,-5856.2616025019715,12.909999999999854
rt_ret,sGARCH,2,1,1,1,sstd,0.6260621915871291,-5703.7215065664095,15.593999999997322
rt_ret,sGARCH,2,2,0,0,sstd,0.6425616593930481,-5856.88185257466,11.806000000000495
rt_ret,sGARCH,2,2,0,1,sstd,0.6426819114011627,-5855.683914686026,14.699000000000524
rt_ret,sGARCH,2,2,1,0,sstd,0.6427026745527862,-5855.873762562895,15.548999999999069
rt_ret,sGARCH,2,2,1,1,sstd,0.6261572605637706,-5702.293334917582,18.529999999998836
rt_ret,eGARCH,1,1,0,0,norm,0.795219118641387,-7259.5978813744805,2.7969999999986612
rt_ret,eGARCH,1,1,0,1,norm,0.795246351234124,-7257.549338561304,4.052999999999884
rt_ret,eGARCH,1,1,1,0,norm,0.7952947187034417,-7257.991586517011,4.3400000000001455
rt_ret,eGARCH,1,1,1,1,norm,0.7784269075134987,-7101.463238182879,5.608000000000175
rt_ret,eGARCH,1,2,0,0,norm,0.7954424049687508,-7259.341955883864,3.690999999998894
rt_ret,eGARCH,1,2,0,1,norm,0.7954786511365481,-7257.375856000232,5.1010000000023865
rt_ret,eGARCH,1,2,1,0,norm,0.7955247329011212,-7257.797204614605,5.153000000002066
rt_ret,eGARCH,1,2,1,1,norm,0.7919996287368629,-7223.267925269832,6.389000000002852
rt_ret,eGARCH,2,1,0,0,norm,0.7867456951659346,-7177.526073082927,4.474000000001979
rt_ret,eGARCH,2,1,0,1,norm,0.7869522933626867,-7177.117614276051,6.6599999999998545
rt_ret,eGARCH,2,1,1,0,norm,0.7869655034503902,-7177.238400712968,7.313000000001921
rt_ret,eGARCH,2,1,1,1,norm,0.7674397977075952,-6996.407648128891,7.3179999999993015
rt_ret,eGARCH,2,2,0,0,norm,0.7900007457999423,-7204.991139136098,5.049999999999272
rt_ret,eGARCH,2,2,0,1,norm,0.7902299707201629,-7204.789595069304,7.117999999998574
rt_ret,eGARCH,2,2,1,0,norm,0.7868861036571556,-7174.214946578697,8.081999999998516
rt_ret,eGARCH,2,2,1,1,norm,0.7682381451951811,-7001.4099035448835,9.083999999998923
rt_ret,eGARCH,1,1,0,0,std,0.6314808384602931,-5760.159372513781,5.062999999998283
rt_ret,eGARCH,1,1,0,1,std,0.6309650866405299,-5753.146079030887,6.59599999999773
rt_ret,eGARCH,1,1,1,0,std,0.6310595067727252,-5754.009409509616,7.186999999998079
rt_ret,eGARCH,1,1,1,1,std,0.6280203613948929,-5723.923494328528,10.348999999998341
rt_ret,eGARCH,1,2,0,0,std,0.6313026441878286,-5756.232536464614,7.61699999999837
rt_ret,eGARCH,1,2,0,1,std,0.6308081691994285,-5749.413814989301,11.635999999998603
rt_ret,eGARCH,1,2,1,0,std,0.6308964327789415,-5750.220853028577,10.275000000001455
rt_ret,eGARCH,1,2,1,1,std,0.6279162010800801,-5720.673642365206,11.681000000000495
rt_ret,eGARCH,2,1,0,0,std,0.6311172247051298,-5752.2396640056795,8.027000000001863
rt_ret,eGARCH,2,1,0,1,std,0.6304203893984448,-5743.5706882541745,10.889999999999418
rt_ret,eGARCH,2,1,1,0,std,0.630534636443878,-5744.615306114093,10.566999999999098
rt_ret,eGARCH,2,1,1,1,std,0.6274909851506514,-5714.488245677726,12.418000000001484
rt_ret,eGARCH,2,2,0,0,std,0.6310850619943263,-5749.648122134618,11.942999999999302
rt_ret,eGARCH,2,2,0,1,std,0.6303855678549626,-5740.954862634595,13.604999999999563
rt_ret,eGARCH,2,2,1,0,std,0.6305002398051796,-5742.003365611405,13.375999999996566
rt_ret,eGARCH,2,2,1,1,std,0.6274083364947756,-5711.435140138095,15.52100000000064
rt_ret,eGARCH,1,1,0,0,snorm,0.7937360995291521,-7243.740352096894,4.22899999999936
rt_ret,eGARCH,1,1,0,1,snorm,0.7936790857244223,-7240.921529654458,6.290000000000873
rt_ret,eGARCH,1,1,1,0,snorm,0.7937384189725671,-7241.464043208871,6.325999999997293
rt_ret,eGARCH,1,1,1,1,snorm,0.7902640259570863,-7207.398441252944,7.533999999999651
rt_ret,eGARCH,1,2,0,0,snorm,0.7939433673610568,-7243.337988799026,5.0129999999990105
rt_ret,eGARCH,1,2,0,1,snorm,0.7939004561837864,-7240.648141030777,7.406999999999243
rt_ret,eGARCH,1,2,1,0,snorm,0.793956446473103,-7241.160088241143,7.6049999999995634
rt_ret,eGARCH,1,2,1,1,snorm,0.7905280847197738,-7207.515400424746,8.42699999999968
rt_ret,eGARCH,2,1,0,0,snorm,0.7843049287210109,-7152.91143567489,6.989000000001397
rt_ret,eGARCH,2,1,0,1,snorm,0.7844734338825776,-7152.154700494843,8.927999999999884
rt_ret,eGARCH,2,1,1,0,snorm,0.784492547035327,-7152.329461607007,9.211999999999534
rt_ret,eGARCH,2,1,1,1,snorm,0.7665895731313139,-6986.336184878914,10.102999999999156
rt_ret,eGARCH,2,2,0,0,snorm,0.7841780180596264,-7149.453565917688,7.552999999999884
rt_ret,eGARCH,2,2,0,1,snorm,0.7843619477513692,-7148.83789221739,10.008999999998196
rt_ret,eGARCH,2,2,1,0,snorm,0.7843780342763941,-7148.984979358955,10.002000000000407
rt_ret,eGARCH,2,2,1,1,snorm,0.7660137683984296,-6978.773906749156,12.216999999996915
rt_ret,eGARCH,1,1,0,0,sstd,0.630749352181972,-5751.173511009064,8.118999999998778
rt_ret,eGARCH,1,1,0,1,sstd,0.6302477468799255,-5744.2895935109245,11.212999999999738
rt_ret,eGARCH,1,1,1,0,sstd,0.6303451319841284,-5745.180034211205,11.40599999999904
rt_ret,eGARCH,1,1,1,1,sstd,0.627272739374696,-5714.790150262027,13.17699999999968
rt_ret,eGARCH,1,2,0,0,sstd,0.630565129253851,-5747.191579246912,10.315000000002328
rt_ret,eGARCH,1,2,0,1,sstd,0.6300813189553303,-5740.4703976575565,13.372999999999593
rt_ret,eGARCH,1,2,1,0,sstd,0.6301731330190784,-5741.309899549438,13.808000000000902
rt_ret,eGARCH,1,2,1,1,sstd,0.6271696557011625,-5711.550169856324,15.561000000001513
rt_ret,eGARCH,2,1,0,0,sstd,0.630277556974531,-5742.264699986119,12.871999999999389
rt_ret,eGARCH,2,1,0,1,sstd,0.6295965716458962,-5733.740675796997,16.635000000002037
rt_ret,eGARCH,2,1,1,0,sstd,0.6297103746401321,-5734.781233474793,16.15400000000227
rt_ret,eGARCH,2,1,1,1,sstd,0.62670338670404,-5704.989431726505,19.173000000002503
rt_ret,eGARCH,2,2,0,0,sstd,0.6300640439544258,-5738.015008850038,17.006000000001222
rt_ret,eGARCH,2,2,0,1,sstd,0.6293837244165372,-5729.497099600723,20.166999999997643
rt_ret,eGARCH,2,2,1,0,sstd,0.6294976394097679,-5730.538681341327,20.255999999997584
rt_ret,eGARCH,2,2,1,1,sstd,0.6265094141070364,-5700.918463007332,23.087999999999738
rt_ret,gjrGARCH,1,1,0,0,norm,0.7964300490117608,-7270.670023215995,4.0020000000004075
rt_ret,gjrGARCH,1,1,0,1,norm,0.7966790655888123,-7270.649362263396,5.89600000000064
rt_ret,gjrGARCH,1,1,1,0,norm,0.7966796108640893,-7270.654347987892,5.681000000000495
rt_ret,gjrGARCH,1,1,1,1,norm,0.7751898895826747,-7071.8655647323885,6.950000000000728
rt_ret,gjrGARCH,1,2,0,0,norm,0.7967036745547759,-7270.874374343684,4.60399999999936
rt_ret,gjrGARCH,1,2,0,1,norm,0.7969527099629095,-7270.853912879066,6.786000000000058
rt_ret,gjrGARCH,1,2,1,0,norm,0.7969532499486224,-7270.858850238432,6.525000000001455
rt_ret,gjrGARCH,1,2,1,1,norm,0.7754647229788258,-7072.08101447122,8.345000000001164
rt_ret,gjrGARCH,2,1,0,0,norm,0.821928693806822,-7499.22182115588,4.605999999999767
rt_ret,gjrGARCH,2,1,0,1,norm,0.8220819083381163,-7498.325248803892,6.756000000001222
rt_ret,gjrGARCH,2,1,1,0,norm,0.8221019197585477,-7498.508223226607,6.333999999998923
rt_ret,gjrGARCH,2,1,1,1,norm,0.7938061194719321,-7237.4881111811055,8.206999999998516
rt_ret,gjrGARCH,2,2,0,0,norm,0.820531298340508,-7484.14724629076,6.233000000000175
rt_ret,gjrGARCH,2,2,0,1,norm,0.8206350189225486,-7482.798153307818,8.27100000000064
rt_ret,gjrGARCH,2,2,1,0,norm,0.8206670907942423,-7483.091402466649,7.916999999997643
rt_ret,gjrGARCH,2,2,1,1,norm,0.7754746221775696,-7067.576630833352,12.048999999999069
rt_ret,gjrGARCH,1,1,0,0,std,0.6390982117943419,-5829.808825593656,6.188000000001921
rt_ret,gjrGARCH,1,1,0,1,std,0.6390239100188911,-5826.8319305909345,8.923000000002503
rt_ret,gjrGARCH,1,1,1,0,std,0.6390724744743667,-5827.275979689574,9.368000000002212
rt_ret,gjrGARCH,1,1,1,1,std,0.6361057852019278,-5797.852566908154,10.22899999999936
rt_ret,gjrGARCH,1,2,0,0,std,0.6393741557710353,-5830.034402625664,7.3770000000004075
rt_ret,gjrGARCH,1,2,0,1,std,0.6393000770064674,-5827.05957402296,10.130000000001019
rt_ret,gjrGARCH,1,2,1,0,std,0.6393486044188665,-5827.503284418232,9.656999999999243
rt_ret,gjrGARCH,1,2,1,1,std,0.6363822320019069,-5798.08279609893,11.69999999999709
rt_ret,gjrGARCH,2,1,0,0,std,0.6385680997198757,-5820.36673970301,11.132000000001426
rt_ret,gjrGARCH,2,1,0,1,std,0.6384724921032264,-5817.195089335345,14.257000000001426
rt_ret,gjrGARCH,2,1,1,0,std,0.63852143369064,-5817.642586739861,14.570999999999913
rt_ret,gjrGARCH,2,1,1,1,std,0.635620262054508,-5788.8182890481385,16.884000000001834
rt_ret,gjrGARCH,2,2,0,0,std,0.6387436993467069,-5819.67487276611,13.116000000001804
rt_ret,gjrGARCH,2,2,0,1,std,0.6397740025385856,-5826.798015164302,18.92699999999968
rt_ret,gjrGARCH,2,2,1,0,std,0.6387009557076354,-5816.98661146551,16.36999999999898
rt_ret,gjrGARCH,2,2,1,1,std,0.6357491978545358,-5787.699805981063,18.506000000001222
rt_ret,gjrGARCH,1,1,0,0,snorm,0.7943812630036056,-7249.639404325559,5.213999999999942
rt_ret,gjrGARCH,1,1,0,1,snorm,0.7946117777236044,-7249.44959894898,7.415000000000873
rt_ret,gjrGARCH,1,1,1,0,snorm,0.7946167025169324,-7249.494628796774,7.256000000001222
rt_ret,gjrGARCH,1,1,1,1,snorm,0.7741201161619577,-7059.786602041187,9.074000000000524
rt_ret,gjrGARCH,1,2,0,0,snorm,0.7946548244969333,-7249.843197120912,6.225000000002183
rt_ret,gjrGARCH,1,2,0,1,snorm,0.7948854022927179,-7249.653995777792,8.723000000001775
rt_ret,gjrGARCH,1,2,1,0,snorm,0.7948903112299106,-7249.698880645014,8.651000000001659
rt_ret,gjrGARCH,1,2,1,1,snorm,0.7743945359290385,-7059.998297056658,10.289999999997235
rt_ret,gjrGARCH,2,1,0,0,snorm,0.8211873637347031,-7490.145980222584,6.903999999998632
rt_ret,gjrGARCH,2,1,0,1,snorm,0.8214164756842199,-7489.94340320816,8.961999999999534
rt_ret,gjrGARCH,2,1,1,0,snorm,0.8214210438801214,-7489.985172507384,9.058999999997468
rt_ret,gjrGARCH,2,1,1,1,snorm,0.7937141520765479,-7234.349772464661,11.114000000001397
rt_ret,gjrGARCH,2,2,0,0,snorm,0.8196746798846675,-7474.0172933149515,8.157999999999447
rt_ret,gjrGARCH,2,2,0,1,snorm,0.8198545974190403,-7473.36493445374,11.087999999999738
rt_ret,gjrGARCH,2,2,1,0,snorm,0.8198703186882814,-7473.508681879046,11.522000000000844
rt_ret,gjrGARCH,2,2,1,1,snorm,0.7743133933482208,-7054.661527477572,15.67699999999968
rt_ret,gjrGARCH,1,1,0,0,sstd,0.6385623350181583,-5822.611519571734,11.157999999999447
rt_ret,gjrGARCH,1,1,0,1,sstd,0.6384989798287608,-5819.734741978601,14.03399999999965
rt_ret,gjrGARCH,1,1,1,0,sstd,0.6385461553215868,-5820.166091097255,13.997000000003027
rt_ret,gjrGARCH,1,1,1,1,sstd,0.6355698799584514,-5790.655055189594,17.123999999999796
rt_ret,gjrGARCH,1,2,0,0,sstd,0.6388382891019657,-5822.83721631815,12.55199999999968
rt_ret,gjrGARCH,1,2,0,1,sstd,0.6387751540960795,-5819.962479266997,15.666000000001077
rt_ret,gjrGARCH,1,2,1,0,sstd,0.6388222927046463,-5820.393491134428,16.352999999999156
rt_ret,gjrGARCH,1,2,1,1,sstd,0.6235434764375029,-5678.394199759052,18.875
rt_ret,gjrGARCH,2,1,0,0,sstd,0.6378463784700154,-5811.47021933008,18.614999999997963
rt_ret,gjrGARCH,2,1,0,1,sstd,0.6377642541469644,-5808.421880745514,22.452000000001135
rt_ret,gjrGARCH,2,1,1,0,sstd,0.6378105876256983,-5808.845530908317,23.010000000002037
rt_ret,gjrGARCH,2,1,1,1,sstd,0.6349664075171172,-5780.542362530876,26.70300000000134
rt_ret,gjrGARCH,2,2,0,0,sstd,0.6379877837856319,-5810.465723996671,20.574000000000524
rt_ret,gjrGARCH,2,2,0,1,sstd,0.6379089092070825,-5807.447126733074,24.63300000000163
rt_ret,gjrGARCH,2,2,1,0,sstd,0.6668520548256884,-6072.088778696797,27.385000000002037
rt_ret,gjrGARCH,2,2,1,1,sstd,0.6350729164256705,-5779.218846457764,30.574000000000524
rt_ret,csGARCH,1,1,0,0,norm,0.7814433960041399,-7131.342017415945,2.779999999998836
rt_ret,csGARCH,1,1,0,1,norm,0.781694263826516,-7131.338310630952,4.352999999999156
rt_ret,csGARCH,1,1,1,0,norm,0.7816943563789712,-7131.339156884326,4.169999999998254
rt_ret,csGARCH,1,1,1,1,norm,0.7587978084238287,-6919.687081237604,5.516999999999825
rt_ret,csGARCH,1,2,0,0,norm,0.7817507379083694,-7131.8546813983785,3.6970000000001164
rt_ret,csGARCH,1,2,0,1,norm,0.782001613947408,-7131.85107704245,5.595000000001164
rt_ret,csGARCH,1,2,1,0,norm,0.7820017050653731,-7131.8519101795655,5.47700000000259
rt_ret,csGARCH,1,2,1,1,norm,0.7591047594711183,-6920.196226013665,6.955000000001746
rt_ret,csGARCH,2,1,0,0,norm,0.7809138260983504,-7124.20237826347,3.7190000000009604
rt_ret,csGARCH,2,1,0,1,norm,0.7811650374218078,-7124.201839580625,5.733000000000175
rt_ret,csGARCH,2,1,1,0,norm,0.7811650510630108,-7124.201964308965,5.381000000001222
rt_ret,csGARCH,2,1,1,1,norm,0.758523545063586,-6914.881892078393,6.825999999997293
rt_ret,csGARCH,2,2,0,0,norm,0.7811650967539812,-7124.202382084353,4.830999999998312
rt_ret,csGARCH,2,2,0,1,norm,0.7814163043972694,-7124.201837045927,6.17699999999968
rt_ret,csGARCH,2,2,1,0,norm,0.7814163172690654,-7124.201954739194,6.28099999999904
rt_ret,csGARCH,2,2,1,1,norm,0.7587748088135605,-6914.881887339536,7.981999999999971
rt_ret,csGARCH,1,1,0,0,std,0.6417319273436309,-5851.592686999693,5.63300000000163
rt_ret,csGARCH,1,1,0,1,std,0.6417864509706013,-5849.793734364019,7.872000000003027
rt_ret,csGARCH,1,1,1,0,std,0.6418186892734441,-5850.088505286061,7.6599999999998545
rt_ret,csGARCH,1,1,1,1,std,0.6388026486534263,-5820.213875752098,9.40599999999904
rt_ret,csGARCH,1,2,0,0,std,0.6420475106907262,-5852.180733914981,6.60399999999936
rt_ret,csGARCH,1,2,0,1,std,0.6421027080696785,-5850.3879690246,9.054000000000087
rt_ret,csGARCH,1,2,1,0,std,0.6421348365644276,-5850.681735916339,8.991000000001804
rt_ret,csGARCH,1,2,1,1,std,0.6391198447626999,-5820.816723540492,10.780000000002474
rt_ret,csGARCH,2,1,0,0,std,0.6407860669372287,-5840.646722954877,6.819999999999709
rt_ret,csGARCH,2,1,0,1,std,0.6408697575150126,-5839.1144856280125,9.302999999999884
rt_ret,csGARCH,2,1,1,0,std,0.640895178977066,-5839.346926766298,9.3279999999977
rt_ret,csGARCH,2,1,1,1,std,0.6380356340700012,-5810.903243071801,11.141999999999825
rt_ret,csGARCH,2,2,0,0,std,0.641016910214934,-5840.459976339744,8.336999999999534
rt_ret,csGARCH,2,2,0,1,std,0.6410999347743642,-5838.921676562144,11.049000000002707
rt_ret,csGARCH,2,2,1,0,std,0.6411254525990107,-5839.154998791799,11.108000000000175
rt_ret,csGARCH,2,2,1,1,std,0.6382398017978469,-5810.472643136728,12.902999999998428
